# Scenario Table for Solar and Wind Generation
param: GEN:   Gen_busNumber Gen_id  Gen_isInSvc  Gen_pgInit Gen_pgMax Gen_pgMin Gen_energyRamp Gen_spinRamp Gen_costCurveFlag pg_init :=
8 'SOLAR_GEN' 10  1  9.89  50.0   0.0  1.0  5.5  1  9.89
9 'WIND_GEN' 3   1  15.97  70.0   0.0  2.0  10.0 1  15.97
8 'SOLAR_GEN' 10  1  9.89  50.0   0.0  1.0  5.5  1  9.89
9 'WIND_GEN' 3   1  46.98  70.0   0.0  2.0  10.0 1  46.98
8 'SOLAR_GEN' 10  1  9.89  50.0   0.0  1.0  5.5  1  9.89
9 'WIND_GEN' 3   1  5.49  70.0   0.0  2.0  10.0 1  5.49
8 'SOLAR_GEN' 10  1  9.89  50.0   0.0  1.0  5.5  1  9.89
9 'WIND_GEN' 3   1  29.39  70.0   0.0  2.0  10.0 1  29.39
8 'SOLAR_GEN' 10  1  2.48  50.0   0.0  1.0  5.5  1  2.48
9 'WIND_GEN' 3   1  15.97  70.0   0.0  2.0  10.0 1  15.97
8 'SOLAR_GEN' 10  1  2.48  50.0   0.0  1.0  5.5  1  2.48
9 'WIND_GEN' 3   1  46.98  70.0   0.0  2.0  10.0 1  46.98
8 'SOLAR_GEN' 10  1  2.48  50.0   0.0  1.0  5.5  1  2.48
9 'WIND_GEN' 3   1  5.49  70.0   0.0  2.0  10.0 1  5.49
8 'SOLAR_GEN' 10  1  2.48  50.0   0.0  1.0  5.5  1  2.48
9 'WIND_GEN' 3   1  29.39  70.0   0.0  2.0  10.0 1  29.39
8 'SOLAR_GEN' 10  1  6.31  50.0   0.0  1.0  5.5  1  6.31
9 'WIND_GEN' 3   1  15.97  70.0   0.0  2.0  10.0 1  15.97
8 'SOLAR_GEN' 10  1  6.31  50.0   0.0  1.0  5.5  1  6.31
9 'WIND_GEN' 3   1  46.98  70.0   0.0  2.0  10.0 1  46.98
8 'SOLAR_GEN' 10  1  6.31  50.0   0.0  1.0  5.5  1  6.31
9 'WIND_GEN' 3   1  5.49  70.0   0.0  2.0  10.0 1  5.49
8 'SOLAR_GEN' 10  1  6.31  50.0   0.0  1.0  5.5  1  6.31
9 'WIND_GEN' 3   1  29.39  70.0   0.0  2.0  10.0 1  29.39
8 'SOLAR_GEN' 10  1  14.0  50.0   0.0  1.0  5.5  1  14.0
9 'WIND_GEN' 3   1  15.97  70.0   0.0  2.0  10.0 1  15.97
8 'SOLAR_GEN' 10  1  14.0  50.0   0.0  1.0  5.5  1  14.0
9 'WIND_GEN' 3   1  46.98  70.0   0.0  2.0  10.0 1  46.98
8 'SOLAR_GEN' 10  1  14.0  50.0   0.0  1.0  5.5  1  14.0
9 'WIND_GEN' 3   1  5.49  70.0   0.0  2.0  10.0 1  5.49
8 'SOLAR_GEN' 10  1  14.0  50.0   0.0  1.0  5.5  1  14.0
9 'WIND_GEN' 3   1  29.39  70.0   0.0  2.0  10.0 1  29.39
;
