# Reduced Scenario Table for Solar and Wind Generation
param: GEN:   Gen_busNumber Gen_id  Gen_isInSvc  Gen_pgInit Gen_pgMax Gen_pgMin Gen_energyRamp Gen_spinRamp Gen_costCurveFlag pg_init :=
8 'SOLAR_GEN' 10  1  4.88  50.0   0.0  1.0  5.5  1  4.88
9 'WIND_GEN' 3   1  40.74  70.0   0.0  2.0  10.0 1  40.74
8 'SOLAR_GEN' 10  1  30.79  50.0   0.0  1.0  5.5  1  30.79
9 'WIND_GEN' 3   1  35.48  70.0   0.0  2.0  10.0 1  35.48
8 'SOLAR_GEN' 10  1  10.59  50.0   0.0  1.0  5.5  1  10.59
9 'WIND_GEN' 3   1  3.48  70.0   0.0  2.0  10.0 1  3.48
8 'SOLAR_GEN' 10  1  21.89  50.0   0.0  1.0  5.5  1  21.89
9 'WIND_GEN' 3   1  63.03  70.0   0.0  2.0  10.0 1  63.03
8 'SOLAR_GEN' 10  1  45.91  50.0   0.0  1.0  5.5  1  45.91
9 'WIND_GEN' 3   1  6.49  70.0   0.0  2.0  10.0 1  6.49
8 'SOLAR_GEN' 10  1  22.92  50.0   0.0  1.0  5.5  1  22.92
9 'WIND_GEN' 3   1  29.32  70.0   0.0  2.0  10.0 1  29.32
8 'SOLAR_GEN' 10  1  17.32  50.0   0.0  1.0  5.5  1  17.32
9 'WIND_GEN' 3   1  52.00  70.0   0.0  2.0  10.0 1  52.00
8 'SOLAR_GEN' 10  1  32.74  50.0   0.0  1.0  5.5  1  32.74
9 'WIND_GEN' 3   1  23.70  70.0   0.0  2.0  10.0 1  23.70
8 'SOLAR_GEN' 10  1  4.71  50.0   0.0  1.0  5.5  1  4.71
9 'WIND_GEN' 3   1  26.49  70.0   0.0  2.0  10.0 1  26.49
8 'SOLAR_GEN' 10  1  7.35  50.0   0.0  1.0  5.5  1  7.35
9 'WIND_GEN' 3   1  63.05  70.0   0.0  2.0  10.0 1  63.05
8 'SOLAR_GEN' 10  1  45.78  50.0   0.0  1.0  5.5  1  45.78
9 'WIND_GEN' 3   1  22.03  70.0   0.0  2.0  10.0 1  22.03
8 'SOLAR_GEN' 10  1  43.87  50.0   0.0  1.0  5.5  1  43.87
9 'WIND_GEN' 3   1  49.40  70.0   0.0  2.0  10.0 1  49.40
8 'SOLAR_GEN' 10  1  19.95  50.0   0.0  1.0  5.5  1  19.95
9 'WIND_GEN' 3   1  40.73  70.0   0.0  2.0  10.0 1  40.73
8 'SOLAR_GEN' 10  1  4.64  50.0   0.0  1.0  5.5  1  4.64
9 'WIND_GEN' 3   1  11.61  70.0   0.0  2.0  10.0 1  11.61
8 'SOLAR_GEN' 10  1  12.77  50.0   0.0  1.0  5.5  1  12.77
9 'WIND_GEN' 3   1  32.21  70.0   0.0  2.0  10.0 1  32.21
8 'SOLAR_GEN' 10  1  30.40  50.0   0.0  1.0  5.5  1  30.40
9 'WIND_GEN' 3   1  3.70  70.0   0.0  2.0  10.0 1  3.70
8 'SOLAR_GEN' 10  1  32.78  50.0   0.0  1.0  5.5  1  32.78
9 'WIND_GEN' 3   1  65.70  70.0   0.0  2.0  10.0 1  65.70
8 'SOLAR_GEN' 10  1  14.76  50.0   0.0  1.0  5.5  1  14.76
9 'WIND_GEN' 3   1  18.38  70.0   0.0  2.0  10.0 1  18.38
8 'SOLAR_GEN' 10  1  44.23  50.0   0.0  1.0  5.5  1  44.23
9 'WIND_GEN' 3   1  33.89  70.0   0.0  2.0  10.0 1  33.89
8 'SOLAR_GEN' 10  1  6.69  50.0   0.0  1.0  5.5  1  6.69
9 'WIND_GEN' 3   1  52.61  70.0   0.0  2.0  10.0 1  52.61
8 'SOLAR_GEN' 10  1  32.39  50.0   0.0  1.0  5.5  1  32.39
9 'WIND_GEN' 3   1  53.84  70.0   0.0  2.0  10.0 1  53.84
8 'SOLAR_GEN' 10  1  44.80  50.0   0.0  1.0  5.5  1  44.80
9 'WIND_GEN' 3   1  63.11  70.0   0.0  2.0  10.0 1  63.11
8 'SOLAR_GEN' 10  1  34.11  50.0   0.0  1.0  5.5  1  34.11
9 'WIND_GEN' 3   1  44.34  70.0   0.0  2.0  10.0 1  44.34
8 'SOLAR_GEN' 10  1  24.74  50.0   0.0  1.0  5.5  1  24.74
9 'WIND_GEN' 3   1  11.77  70.0   0.0  2.0  10.0 1  11.77
8 'SOLAR_GEN' 10  1  37.42  50.0   0.0  1.0  5.5  1  37.42
9 'WIND_GEN' 3   1  11.90  70.0   0.0  2.0  10.0 1  11.90
;
